Message,Category
हमारे पास अधिक समय नहीं है.. 10:45 बजे से पहले हमें यह कार्य पूरा करना होगा।,ham
"बधाई हो, आपको स्वीकार कर लिया गया है। यह नौकरी रिमोट ऑपरेशन को सपोर्ट करती है और प्रति दिन 5000 का भुगतान करती है। कृपया tinyurl.com/yeyvjmrr से संपर्क करें",spam
आज किसी अपने के लिए एक अच्छी बात बोलें। वो मुस्कुराएंगे और आप भी खुश होंगे।,ham
अच्छा लग रहा है 😊,ham
"आज आपके पास जो है, उसे संजोएं। संतुष्टि ही सच्चा धन है।",ham
प्यार और सम्मान रिश्तों को मजबूत बनाता है। अपने करीबियों को अहमियत दें।,ham
भाई वो पीसी अलॉट करने के लिए फॉर्म भरना है।,ham
किसी की मदद करना सबसे बड़ा पुण्य है। आज किसी की मदद कीजिए।,ham
ICICI सिक्योरिटीज में रिलेशनशिप मैनेजर के तौर पर 3.4 लाख रुपये प्रति वर्ष कमाएँ। मणिपाल द्वारा ICICI सिक्योरिटीज एडवांस्ड सेल्स प्रोग्राम जॉइन करें। अभी आवेदन करें https://bit.ly/3sTne1K,spam
"आपका बायोडाटा डाटा एंट्री/कंप्यूटर ऑपरेटर के लिए चुना गया है, कृपया कॉल करें या व्हाट्सऐप करें एचआर 7618024969:- एसएनआर टीम",spam
अगर कोई समस्या है तो उसका समाधान भी है। सिर्फ एक सही नजरिये की जरूरत है।,ham
यदि आप सभी के पास इस संबंध में कोई अन्य सुझाव हो तो कृपया उसे यहां छोड़ दें।,ham
जीवन का हर दिन अनमोल है। इसे खुलकर जीने की कोशिश करें।,ham
मेरा अनुमान है कि एक टीम बनाने या प्रतिस्पर्धा करने के लिए।,ham
जीवन में सच्ची खुशी छोटी-छोटी बातों में ही मिलती है।,ham
"नमस्कार 82192979XX, आज ही आपका 5000 रुपये का वेलकम बोनस हो सकता है! My11Circle पर CHN बनाम GUJ जीतने की राशि - 1,03,00,000 रुपये (10.3 करोड़) क्लिक करें - http://gmg.im/hVmtUw",spam
एक कॉल आपकी जिंदगी बदल सकती है 5 से 25 किलो वजन घटाएं और बढ़ाएं कोई साइड इफेक्ट नहीं 100% आयुर्वेदिक उत्पाद मनी बैक गारंटी के साथ कॉल करें>8802181240,spam
बधाई! आप हमारे विशेष पुरस्कार के विजेता चुने गए हैं। पुरस्कार का दावा करने के लिए कृपया https://bit.ly/amtrak पर जाएँ और निर्देशों का पालन करें।,spam
घर से काम करें और 7000 रुपये प्रति माह कमाएँ। पीसी से मोबाइल उपयोगकर्ताओं को कंपनी के एसएमएस भेजें। कॉल-9333075338/9333075332 www.cyberjob.in-4rm 160by2.com पर भेजा गया,spam
"बधाई हो, आपके लिए 5000 रुपये का विशेष बोनस My11Circle पर IND vs SL T20 पुरस्कार पूल - 2,71,00,000 (2.71 करोड़) प्रवेश शुल्क - 49 अभी जुड़ें - http://gmg.im/doa8cU",spam
बहुत बढ़िया भाईयों आपके प्यार और समर्थन के लिए धन्यवाद भाईयों।,ham
अर कंप्लीट यू बन जाएगा साथ एम दो टेबल चाय एक साथ हो जाएगा,ham
केवल आज के लिए! 90% छूट पर iPhone 15 खरीदें। ऑफर पाने के लिए इस लिंक पर क्लिक करें: https://bit.ly/jvDCl स्टॉक सीमित है!,spam
छोटी-छोटी खुशियों को अनदेखा न करें। ये जिंदगी को खूबसूरत बनाती हैं।,ham
50 लाख रुपये तक का असुरक्षित व्यवसाय ऋण। 3 दिन में भुगतान। ब्याज दर 1.5% प्रति माह* से शुरू होती है। पात्रता जांचें {लिंक}। नियम व शर्तें लागू|,spam
किसी प्रश्न का उत्तर देते हुए उन्होंने कहा कि किसी भी कार्यशाला या फोटोवॉक में भाग लेने के लिए आपके पास कैमरा होना आवश्यक नहीं है।,ham
आज एक अच्छा काम करें जिससे किसी का दिन बन जाए।,ham
अपने आप को नई चुनौतियों के लिए तैयार रखें। यही सफलता का रास्ता है।,ham
बजाज फिनसर्व से 25 लाख तक का पर्सनल लोन तुरंत पाएँ। त्वरित स्वीकृति और 100% डिजिटल प्रक्रिया। अभी आवेदन करें https://bit.ly/3SaVujJ,spam
प्रिय अभिभावकआपका वार्ड स्कूल छोड़ चुका है UC शेयर प्राप्त करने के लिए समूह में शामिल हों: https://chat.whatsapp.com/JekFsyN4tOtGZuaKCl0NCI प्रिंसिपलSBKInternationalSchoolCBSE,spam
"सिर्फ 2 घंटे में ₹20,000 कमाएँ। घर बैठे पार्ट-टाइम जॉब पाने के लिए अभी आवेदन करें: https://bit.ly/9juh7F। जल्द ही सीमित स्थान!",spam
क्या आपने आज कुछ नया सीखा? ज्ञान को हर रोज बढ़ाएं।,ham
"जिंदगी का हर लम्हा खास है, इसे खुश होकर जीना सीखें।",ham
"आप सभी के सहयोग से यह कार्यक्रम सफल रहा, हमारे साथ जुड़ने के लिए धन्यवाद और मैं सभी के उज्ज्वल भविष्य की कामना करता हूँ",ham
हमारे कार्यकारी द्वारा डिलीवरी (09662965494) और आज ही डिलीवर कर दी जाएगी,ham
सर्दियों में गुनगुनी धूप का आनंद लेना न भूलें!,ham
"लिखनी है सफलता मेहनत की कलम से, उस कलम में पहचान की स्याही होगी",ham
एमेक्स मेम्बरशिप रिवॉर्ड कार्ड के लिए आवेदन करें और 4000 बोनस मेम्बरशिप रिवॉर्ड पॉइंट का वेलकम गिफ्ट पाएं। आज ही आवेदन करें https://bit.ly/3vMRehf,spam
पिछले साल कुछ फ्रैंकफिनियंस ने 1.26 लाख रुपये प्रति माह के वेतन से शुरुआत की थी। इस साल आप भी इसमें शामिल हो सकते हैं। अधिक जानकारी के लिए FFN को 5616111 पर SMS करें,spam
आने वाले नये साल की ढ़ेर सारी शुभकामनाएं!,ham
क्या आप जानते हैं कि कंपनियाँ कितना मुनाफ़ा कमाती हैं? अब आपके पास 23500rs सैलरी के साथ हमसे जुड़ने का मौक़ा है। संपर्क करें https://wa.me/917060064974 संजय उद्यम,spam
"अगर किसी ने कोई क्लास नोट्स बनाया है, तो कृपया उन्हें यहां साझा करें",ham
कल पाहुंच कर पूरा दिन सोए रहा तो फोन चेक नहीं किया।,ham
"ठीक है, तो आपमें से कितनों की कक्षाएं 12 बजे तक हैं, कृपया हमें बताएं।",ham
अरे बता ना भाई जरूरी है यार जिंदगी का सवाल है।,ham
"जो मेहनत करते हैं, किस्मत भी उन्हीं का साथ देती है।",ham
अंतर्राष्ट्रीय कॉल सेंटर में रिक्तियां। उम्मीदवारों को धाराप्रवाह अंग्रेजी बोलनी चाहिए और उन्हें नाइट शिफ्ट में काम करने में कोई दिक्कत नहीं होनी चाहिए। वेतन 10 हजार से 25 हजार। मुझे सुबह 10 बजे से शाम 6 बजे के बीच कॉल करें। रुचि,spam
"इस दिवाली को अपने स्मार्टफोन के लिए फ्री ऐप्स, गेम्स, रिंगटोन और बहुत कुछ के साथ खास बनाएं। नोकिया ख़रीदो अब या पाछताओ ऑफर। www.meranokia.com/diwali पर जाएँ",spam
"प्रिय ग्राहक, आप हमारे लकी ड्रॉ में 10,000,000 रुपये जीत चुके हैं! इनाम का दावा करने के लिए https://bit.ly/tyREdf पर क्लिक करें और अपनी जानकारी सत्यापित करें। जल्द ही दावा करें!""",spam
"प्रिय ग्राहक, बड़ी बचत आपको बुला रही है! Kotak811 के साथ बिना किसी मासिक न्यूनतम शेषराशि और 4% तक वार्षिक ब्याज के बैंकिंग का आनंद लें। https://kotk.in/Ol4It9 -KBank",spam
ये देख कर मुझे वैलोरेंट डाउनलोड करना चाहिए।,ham
"प्रिय 821929XXXX, पुरस्कार पूल: रु. 4,00,000/- रम्मी सर्कल पर विशेष टूर्नामेंट! रु. 2000* स्वागत बोनस प्राप्त करें। अभी निःशुल्क जुड़ें: http://w3q.in/s/nzV0yM2E7B",spam
अपनी गलतियों से सीखना ही असली ज्ञान है।,ham
क्या बेकार आदमी है दोस्ती ख़तम करदे। दूर रहो,ham
"क्या आप जल्द ही अपने सपनों का साथी पाएँगे? क्या आपका करियर उड़ान भरने वाला है? मुफ़्त में पता लगाने के लिए, HORO के बाद अपना स्टार साइन लिखें, जैसे HORO ARIES",spam
NSEFNODT आपका आवेदन स्वीकृत हो गया है और वेतन 16000 रुपये है। संपर्क करें: https://api.whatsapp.com/send?phone=918382018078 ANVIL,spam
धन में वृद्धि की शुभमंगलमय कामनाओं के साथ मां लक्ष्मी आपको व आपके परिवार को सुख समृद्धि वैभव ख्याति प्रदान करे।,ham
बधाई हो! आपने 10 लाख रुपये की लॉटरी जीती है! पुरस्कार पाने के लिए तुरंत इस लिंक पर जाएँ: https://bit.ly/thu5K5o या हमें कॉल करें +915138446315।,spam
नेटवर्क प्रभारी के संदेश के अनुसार इस सप्ताहांत तक राउटर स्थापित कर दिया जाएगा।,ham
ऐसा लग रहा था जैसे उसमें केवल शाकाहारी चीजें ही थीं।,ham
जितना संभव हो सके पहले पहुंचने का प्रयास करें क्योंकि आपको अपना इंटरनेट (लैन के मामले में) कनेक्ट करना होगा।,ham
"अब केवल 5000 रुपये का निवेश करें और 1 महीने में 10 गुना वापस पाएं। मौका हाथ से न जाने दें, अभी रजिस्टर करें: HTTPS://WWW.BULLIONLTD.COM।",spam
बधाई एवं अगले राउंड के लिए शुभकामनाएं 👏,ham
बदलाव का पहला कदम खुद से शुरू होता है। खुद को बेहतर बनाने की कोशिश करें।,ham
अरे! कोड HAIROIL100 का उपयोग करके पुनः ऑर्डर करें और 549 रुपये मूल्य के हमारे एडवांस्ड हेयर ऑयल का मुफ़्त में आनंद लें। सीमित स्टॉक उपलब्ध है। जल्दी करें! @ mattrs.in/2ppqsdrmy,spam
किसी के लिए एक अच्छा शब्द बोलें। यह आपके दिन को भी खास बनाएगा।,ham
ANSAL API द्वारा पहले कभी नहीं दिया गया ऑफर!! सेक्टर 91 गुड़गांव में 2 bhk + बच्चों का कमरा बुक करें @ पहले कभी नहीं दिया गया मूल्य केवल 42.8 लाख रुपये। सर्वोत्तम ऑफर का लाभ उठाने के लिए टीम अग्नि 9212255555 पर कॉल करें,spam
"प्यार, नोक-झोक, रोमन, संचार - मायना से जानो कैसा है आपका रिश्ता आपके दोस्त से - बिल्कुल मुफ्त - क्लिक करें https://wa.me/917065462094?text=Hi",spam
ये ग्राफ थ्योरी काथिन है या सिर्फ मुझे लग रहा है।,ham
"हमारे छात्रावास के सभी सीमावर्ती लोगों को इसमें भाग लेना चाहिए... तो आइए शाम 4:30 बजे मिलते हैं और इस उत्सव का आनंद लेते हैं... हाथी घोड़ा पालकी, जय कन्हैया लाल की...",ham
"छोटे-छोटे लक्ष्य बनाएं और उन्हें पूरा करें, यह आत्मविश्वास बढ़ाएगा।",ham
खुद पर भरोसा रखिए और अपने लक्ष्य की ओर बढ़ते रहिए।,ham
दूसरों की तारीफ करने में कभी संकोच न करें। यह आपके व्यक्तित्व को निखारता है।,ham
कृपया सभी लोग इसे जल्द से जल्द भरें.. यह कल के भव्य भोज और आगे की गड़बड़ियों के लिए महत्वपूर्ण है।,ham
ओपन एमडीए आवासीय<सरकारी>प्लॉट योजना एनएच-24 दिल्ली राजमार्ग पर प्लॉट क्षेत्र 112-300sqm @Rs-5000/sqm (4 साल की किस्त) सभी पूछताछ के लिए कॉल करें-09899830880 9711993099,spam
प्रक्रिया पूरी नहीं हुई अभी,ham
"लीकेज को कहें बाय-बाय, एशियन पेंट्स से पाएं सुरक्षित पेंटिंग सेवाएं। अभी निःशुल्क अपॉइंटमेंट बुक करें https://bit.ly/48ebSoz",spam
"प्रिय सभी, कृपया दोपहर 12:30 बजे लंच टेबल पर आएं।",ham
"आपने हमारे रेफरल प्रोग्राम में जीत हासिल की है! अपनी जीत का दावा करने के लिए, कृपया इस लिंक का अनुसरण करें: https://bit.ly/Ju3FgE। धन्यवाद!",spam
"बधाई! इस त्योहार पर आपने 50,00,000 रुपये का पुरस्कार जीता है। कृपया https://bit.ly/jHGtvj पर जाकर अपने पुरस्कार का दावा करें। हमारी ओर से आपको शुभकामनाएँ!",spam
कमरा नं 31 की साइड सीढ़ी से काले रंग की साइकिल कौन ले गया है।,ham
पता नहीं बही बस ये दो ही बनाया है।,ham
"बधाई हो! आप ₹1,00,000 का इनाम जीत चुके हैं! ""प्रिय ग्राहक, आपके मोबाइल नंबर को लकी ड्रा में चयनित किया गया है। इनाम का दावा करने के लिए तुरंत इस लिंक पर क्लिक करें: [https://rewardcenter-apple.com/win]। जल्दी करें!""",spam
"आपका बिजली बिल भुगतान की जानकारी । प्रिय ग्राहक, आपका इस महीने का बिजली बिल ₹1250 है। कृपया अंतिम तिथि तक भुगतान सुनिश्चित करें। धन्यवाद।""",ham
"""घर बैठे ₹5000 प्रति दिन कमाएं!"" ""बिना किसी निवेश के ₹5000 कमाने का मौका पाएं। अभी रजिस्टर करें: [https://jobapplication-google-co.com]। यह ऑफर सीमित समय के लिए है।""",spam
"आपके खाते में असामान्य गतिविधि पाई गई है! प्रिय ग्राहक, आपके खाते में असामान्य गतिविधि पाई गई है। कृपया तुरंत लॉगिन करें और अपने खाते की सुरक्षा सुनिश्चित करें: [http://secure-bank-login.com]।""",spam
"महाविद्यालय की परीक्षा की तिथि । प्रिय छात्र, आपकी वार्षिक परीक्षा 15 मार्च से शुरू हो रही है। कृपया तैयारी रखें। अधिक जानकारी के लिए महाविद्यालय की वेबसाइट देखें।",ham
"बैंक खाता स्टेटमेंट - फरवरी 2023 । प्रिय ग्राहक, आपके बैंक खाते का फरवरी माह का स्टेटमेंट संलग्न है। कृपया विवरण को ध्यान से जाँचें।",ham
"""फ्री क्रेडिट कार्ड आज ही पाएं!"" ""बिना किसी ब्याज के क्रेडिट कार्ड पाएं। अभी आवेदन करें और लाभ उठाएं। जल्दबाजी करें, केवल सीमित अवधि के लिए।""",spam
"""अब ₹50 में लोन प्राप्त करें"" ।""सिर्फ ₹50 की फीस देकर लोन पाएं। तुरंत अप्लाई करें: [http://secure-loan-offer-now.com]।""",spam
"आपका पैन कार्ड वेरिफाई नहीं हुआ है! प्रिय ग्राहक, आपके पैन कार्ड की जानकारी अपडेट नहीं है। कृपया तुरंत यहाँ क्लिक करें और अपडेट करें: [http://pan-update-verification.com]।",spam
"सप्ताहिक वेतन का भुगतान । प्रिय कर्मचारी, आपके खाते में सप्ताहिक वेतन का भुगतान कर दिया गया है। कृपया पुष्टि करें कि इसे प्राप्त किया है। धन्यवाद।",ham
"स्कूल अभिभावक मीटिंग का निमंत्रण । प्रिय माता-पिता, आपके वार्षिक अभिभावक मीटिंग की तिथि 10 अप्रैल को निर्धारित की गई है। कृपया समय पर उपस्थित हों।",ham
"""फ्री रिचार्ज ऑफर!"" ""₹200 का फ्री रिचार्ज प्राप्त करने के लिए इस लिंक पर क्लिक करें: [http://freebonus-recharge.com]। जल्दबाजी करें!""",spam
"आपका इनाम प्राप्त करने के लिए अंतिम मौका! ""बधाई हो! आप ₹5 लाख का इनाम जीत चुके हैं। अपने इनाम का दावा करने के लिए तुरंत संपर्क करें।""",spam
"आपकी ट्रेन बुकिंग सफल हो गई है । प्रिय यात्री, आपकी ट्रेन टिकट बुकिंग सफलतापूर्वक हो चुकी है। यात्रा का विवरण संलग्न है।",ham
"महाविद्यालय के परीक्षा परिणाम । प्रिय छात्र, आपके वार्षिक परीक्षा परिणाम घोषित कर दिए गए हैं। कृपया महाविद्यालय की वेबसाइट पर जाकर अपने परिणाम देखें।",ham
"बिना डॉक्युमेंट के लोन प्राप्त करें। ""बिना किसी डॉक्युमेंटेशन के, तुरंत लोन प्राप्त करें। केवल सीमित समय के लिए!""",spam
"कृपया अपनी खाता जानकारी जाँचें । ""प्रिय ग्राहक, आपके खाते का मासिक स्टेटमेंट संलग्न है। किसी भी प्रश्न के लिए कृपया हमसे संपर्क करें। धन्यवाद।""",ham
"""अभी 50% कैशबैक पाएं!"" ""अभी इस लिंक पर क्लिक करें [http://reward-cashback-gift.in]और 50% कैशबैक प्राप्त करें। जल्दी करें, ऑफर केवल पहले 500 लोगों के लिए है!""",spam
"आपकी दवा का ऑर्डर है । प्रिय ग्राहक, आपकी दवा का ऑर्डर आपके पते पर भेज दिया गया है। विवरण के लिए यहाँ क्लिक करें: [https://medicines-delivery-service.com]।",spam
"COVID-19 वैक्सीन की दूसरी खुराक का रिमाइंडर । प्रिय नागरिक, आपकी COVID-19 वैक्सीन की दूसरी खुराक 20 मार्च को है। कृपया अपनी नजदीकी स्वास्थ्य केंद्र पर जाएं।",ham
"आपके लिए अनोखा निवेश अवसर! आपको ऐसे निवेश का अवसर दिया जा रहा है जो आपको मालामाल बना सकता है। तुरंत रजिस्टर करें: [http://wealth-growth-scheme.co]।""",spam
"""पैसा कमाने का अनोखा मौका!"" ""अपने घर से पैसे कमाने के लिए इस लिंक पर क्लिक करें। कोई मेहनत नहीं, सिर्फ लाभ!""",spam
"नवीनतम समाचार पत्रिका । ""प्रिय ग्राहक, हमारी नवीनतम समाचार पत्रिका का लिंक संलग्न है। कृपया पढ़ें और अपने विचार साझा करें।""",ham
"आपका बैंक खाता सक्रिय है , प्रिय ग्राहक, आपका बैंक खाता सक्रिय है। किसी भी प्रश्न के लिए कृपया हमसे संपर्क करें। धन्यवाद।",ham
आपका मुफ्त उपहार इंतजार कर रहा है! आपको एक मुफ्त उपहार प्राप्त करने के लिए निमंत्रण मिला है। यहाँ क्लिक करें: [https://exclusive-gift-offer.com]।,spam
"आपके क्रेडिट स्कोर में कमी आई है! प्रिय ग्राहक, आपके क्रेडिट स्कोर में कमी आई है। जानकारी प्राप्त करने के लिए इस लिंक पर क्लिक करें: [https://secure-credit-check.co]।""",spam
"""अभी नई नौकरी के लिए आवेदन करें!"" ""बिना किसी अनुभव के नौकरी पाने का अवसर! अभी आवेदन करें: [http://career-google.com/apply]।""",spam
"शिक्षा ऋण की जानकारी । प्रिय छात्र, आप शिक्षा ऋण के लिए पात्र हैं। कृपया आवेदन पत्र भरें और आवश्यक दस्तावेज़ संलग्न करें।",ham
"आपका अकाउंट सस्पेंड कर दिया गया है! प्रिय ग्राहक, आपके अकाउंट को सस्पेंड कर दिया गया है। इसे पुनः सक्रिय करने के लिए तुरंत यहाँ क्लिक करें: [http://urgent-bank-alert.com]।",spam
"समीक्षा के लिए पुस्तकें उपलब्ध, ""प्रिय पाठक, आपके द्वारा अनुरोधित पुस्तकें अब उपलब्ध हैं। कृपया अपनी समीक्षाएं साझा करें।""",ham
आपका रिटायरमेंट प्लान तैयार है! आपके लिए एक विशेष रिटायरमेंट प्लान है। जानकारी के लिए यहाँ क्लिक करें: [https://retirement-fund-offer.com]|,spam
"आपकी लॉटरी में जीत का मौका! ""आपकी लॉटरी में जीतने का मौका है! यहाँ क्लिक करें और विवरण पाएं: [https://claim-your-gift-here.com]।""",spam
"आपका अपॉइंटमेंट कन्फर्म हो गया है । प्रिय ग्राहक, आपका अपॉइंटमेंट 25 मार्च को है। कृपया समय पर पहुँचें।",ham
"उत्सव की छुट्टी का प्रस्ताव । प्रिय सभी, आगामी उत्सव के लिए एक छुट्टी का प्रस्ताव रखा गया है। अधिक जानकारी के लिए हमारी वेबसाइट पर जाएं।",ham
"आपका पासवर्ड रीसेट करना है । प्रिय ग्राहक, आपके पासवर्ड को रीसेट करने का अनुरोध किया गया है। इसे करने के लिए इस लिंक पर क्लिक करें: [https://account-security-check.com]।",spam
"अभी ₹1000 का रिचार्ज करें और ₹200 का बोनस पाएं! अभी इस लिंक पर क्लिक करें और बोनस पाएं: [http://bonus-recharge-offer.in]। जल्दी करें, ऑफर सीमित है!",spam
आपका फ़ोन नंबर जीता है! बधाई हो! आपके फ़ोन नंबर को लकी ड्रा में चयनित किया गया है। इनाम प्राप्त करने के लिए यहाँ क्लिक करें: [http://click-to-win-prize.com]।,spam
"कंपनी की वार्षिक बैठक का निमंत्रण । प्रिय कर्मचारी, कंपनी की वार्षिक बैठक 30 मार्च को आयोजित की जाएगी। कृपया उपस्थित रहें।",ham
"बैंक खाते की जानकारी । प्रिय ग्राहक, आपके बैंक खाते की जानकारी को अपडेट किया गया है। कृपया जांचें और पुष्टि करें।",ham
आपके लिए विशेष छुट्टी का ऑफर! विशेष छुट्टी पैकेज केवल आपको! विवरण के लिए इस लिंक पर क्लिक करें: [http://limited-time-vacation-deal.com]।,spam
"आपका पासपोर्ट रिन्यू करने की जरूरत है! प्रिय ग्राहक, आपके पासपोर्ट को रिन्यू करने का समय आ गया है। तुरंत यहाँ क्लिक करें: [http://passport-renewal-online.com]।",spam
"स्वास्थ्य बीमा पॉलिसी का नवीकरण । प्रिय ग्राहक, आपकी स्वास्थ्य बीमा पॉलिसी का नवीकरण समय पर करें। अधिक जानकारी के लिए हमसे संपर्क करें।",ham
"अध्यापक की नियुक्ति की सूचना । प्रिय छात्र, आपके स्कूल में नए अध्यापक की नियुक्ति की गई है। उनकी जानकारी जल्द ही साझा की जाएगी।",ham
आपका पुराना फोन वापस पाने का मौका! आपके पुराने फोन को वापस पाने का अनोखा मौका! यहाँ क्लिक करें: [http://instant-gift-claim.co]।,spam
"फ्री मेडिकल चेकअप ऑफर! एक सीमित समय के लिए, फ्री मेडिकल चेकअप प्राप्त करें। यहाँ क्लिक करें: [http://free-medical-checkup.com]।",spam
"आपकी बुकिंग की पुष्टि । प्रिय ग्राहक, आपकी होटल बुकिंग की पुष्टि हो गई है। विवरण संलग्न है।",ham
"आपकी दवा का फर्जी । विज्ञापन प्रिय ग्राहक, आपकी दवा पर विशेष छूट प्राप्त करें। यहाँ क्लिक करें: [http://generic-medicine-sale.com]।",spam
"बैंक ऑफ़र: किसी भी समय लोन प्राप्त करें! आपके लिए विशेष लोन ऑफ़र! जल्दी करें, सीमित समय के लिए।",spam
"डाक सेवा से पैकेज प्राप्त हुआ । प्रिय ग्राहक, आपके द्वारा भेजा गया पैकेज डाक सेवा से प्राप्त हुआ है। कृपया समय पर इसे उठाएं।",ham
"जन्मदिन की शुभकामनाएं! ""प्रिय मित्र, आपको जन्मदिन की ढेर सारी शुभकामनाएं! आपके जीवन में खुशियों की भरपूर वर्षा हो।""",ham
"आपका क्रेडिट कार्ड रिव्यू किया गया है। प्रिय ग्राहक, आपके क्रेडिट कार्ड की समीक्षा की गई है। विवरण प्राप्त करने के लिए यहाँ क्लिक करें: [http://creditcard-renew-now.com]।",spam
"आपके द्वारा जीते गए इनाम का विवरण । ""आपने लकी ड्रा में जीत हासिल की है। यहाँ क्लिक करें और अपना इनाम प्राप्त करें: [https://lucky-draw-winner.com]।",spam
"फ्री गिफ्ट कार्ड ऑफर! एक सीमित समय के लिए, फ्री गिफ्ट कार्ड पाएं! यहाँ क्लिक करें: [https://win-free-giftcard.com]।",spam
"आपके फ़ोन पर अनजानी कॉल आई है! प्रिय ग्राहक, आपके फ़ोन पर अनजानी कॉल आई है। जानकारी के लिए यहाँ क्लिक करें: [https://my-telecom-alert.com]।",spam
"वेतन वृद्धि की सूचना । प्रिय कर्मचारी, आपको वेतन वृद्धि की सूचना दी जाती है। धन्यवाद आपकी मेहनत के लिए।",ham
"पुस्तक समीक्षा के लिए निमंत्रण । प्रिय पाठक, आपको हमारी नई किताब की समीक्षा के लिए आमंत्रित किया जाता है। कृपया अपनी राय साझा करें।",ham
"शिक्षा की नई योजनाओं की घोषणा । प्रिय छात्रों, नई शिक्षा योजनाओं की घोषणा की गई है। अधिक जानकारी के लिए हमारी वेबसाइट पर जाएं।",ham
"आपका परीक्षा परिणाम । प्रिय छात्र, आपकी परीक्षा का परिणाम घोषित कर दिया गया है। कृपया अपनी मार्कशीट की जांच करें।",ham
"बैंक खाता नवीकरण की आवश्यकता । प्रिय ग्राहक, आपके बैंक खाते का नवीकरण आवश्यक है। कृपया समय पर इसे नवीकरण करें।",ham
"नवीनतम ऑफर्स के लिए सब्सक्राइब करें । प्रिय ग्राहक, हमारे नवीनतम ऑफर्स के लिए हमारी वेबसाइट पर सब्सक्राइब करें। धन्यवाद।",ham
नौकरी के लिए आवेदन करने का मौका! घर बैठे नौकरी पाने का मौका! अभी आवेदन करें: [https://secure-employment-portal.com]।,spam
"नौकरी के लिए आवेदन की प्रक्रिया । प्रिय उम्मीदवार, नौकरी के लिए आवेदन की प्रक्रिया प्रारंभ हो चुकी है। विवरण के लिए हमारी वेबसाइट पर जाएं।",ham
"आपके खाते में असामान्य गतिविधि पाई गई । प्रिय ग्राहक, आपके खाते में असामान्य गतिविधि पाई गई है। कृपया इसे चेक करें: [https://verify-account-bank.net]।",spam
"आपका ईमेल अपडेट हुआ । प्रिय ग्राहक, आपका ईमेल पता सफलतापूर्वक अपडेट हो गया है। धन्यवाद।",ham
"आपका मेडिकल चेकअप का नतीजा । प्रिय ग्राहक, आपके मेडिकल चेकअप का नतीजा संलग्न है। कृपया देखें।",ham
आपकी शिक्षा का विशेष ऑफ़र! आपके लिए शिक्षा से संबंधित एक विशेष ऑफ़र है। जानकारी के लिए यहाँ क्लिक करें: [https://scholarship-apply-now.net]।,spam
बिना किसी निवेश के पैसे कमाएं! बिना किसी निवेश के पैसे कमाने का सुनहरा अवसर! यहाँ क्लिक करें: [http://high-return-investment.net]।,spam
"कंपनी की नई नीतियों की घोषणा । प्रिय सभी, कंपनी की नई नीतियों की घोषणा की गई है। कृपया उन्हें ध्यान से पढ़ें।",ham
"आपकी यात्रा का विवरण । प्रिय यात्री, आपकी यात्रा का विवरण संलग्न है। कृपया इसे ध्यान से देखें।",ham
"अभी खरीदें, बाद में भुगतान करें! अभी खरीदें और बाद में भुगतान करें! सीमित समय के लिए।",spam
"स्वास्थ्य बीमा का कवर बढ़ाने की जानकारी । प्रिय ग्राहक, आपकी स्वास्थ्य बीमा का कवर बढ़ाने की जानकारी साझा की जा रही है। कृपया देखें।",ham
"आपकी पाठ्य पुस्तकें अब उपलब्ध हैं । प्रिय छात्र, आपकी पाठ्य पुस्तकें अब उपलब्ध हैं। कृपया जल्दी खरीदें।",ham
"आपका बैंक खाता सस्पेंड हो गया है! प्रिय ग्राहक, आपके बैंक खाते को सस्पेंड कर दिया गया है। इसे फिर से सक्रिय करने के लिए यहाँ क्लिक करें: [http://banking-info-update.co]।",spam
आपका पैन कार्ड अपडेट करना है! आपका पैन कार्ड अपडेट करने की जरूरत है। जानकारी के लिए यहाँ क्लिक करें: [http://pan-update-service.com]।,spam
"आपके लिए नौकरी के अवसर । प्रिय उम्मीदवार, आपके लिए विभिन्न नौकरी के अवसर उपलब्ध हैं। कृपया हमारी वेबसाइट पर जाएं।",ham
"आपका खाता सफलतापूर्वक सक्रिय है । प्रिय ग्राहक, आपका खाता सफलतापूर्वक सक्रिय हो गया है। किसी भी प्रश्न के लिए हमसे संपर्क करें।",ham
"आपका फ़ोन नंबर लकी ड्रा में चयनित! ""बधाई हो! आपके फ़ोन नंबर को लकी ड्रा में चयनित किया गया है। यहाँ क्लिक करें: [https://lucky-draw-winner.com]।",spam
